Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
LINC00482	LINC00482	chr17	-	81302824	81309248	0.0	0.0	0.0
TMEM105	TMEM105	chr17	-	81311265	81330674	0.000000	0.000000	0.000000
LOC100130370	LOC100130370	chr17	-	81375438	81385382	0.0	0.0	0.0
BAHCC1	BAHCC1	chr17	+	81395457	81466331	0.604212	0.746493	1.336469
MIR4740	MIR4740	chr17	-	81400716	81400778	0.000000	0.000000	0.000000
MIR3186	MIR3186	chr17	-	81451104	81451188	0.000000	0.000000	0.000000
ACTG1	ACTG1	chr17	-	81509971	81512799	1614.237061	2094.602051	3750.031250
FSCN2	FSCN2	chr17	+	81528377	81537130	0.0	0.0	0.0
FAAP100	FAAP100	chr17	-	81539891	81552353	0.181451	0.224179	0.401355
NPLOC4	NPLOC4	chr17	-	81556885	81637112	1.621663	2.099245	3.758344
TSPAN10	TSPAN10	chr17	+	81637196	81648755	0.000000	0.000000	0.000000
PDE6G	PDE6G	chr17	-	81650459	81663127	0.000000	0.000000	0.000000
OXLD1	OXLD1	chr17	-	81665036	81666605	12.569609	15.529520	27.802986
CCDC137	CCDC137	chr17	+	81666737	81673897	20.154327	24.900301	44.579788
ARL16	ARL16	chr17	-	81681165	81683924	19.701241	25.789473	46.171696
HGS	HGS	chr17	+	81684011	81702121	17.770790	21.955486	39.307587
MIR6786	MIR6786	chr17	+	81693757	81693869	0.000000	0.000000	0.000000
MRPL12	MRPL12	chr17	+	81703367	81707517	125.653488	155.242584	277.935608
SLC25A10	SLC25A10	chr17	+	81712236	81721016	7.131558	9.318078	16.682446
GCGR	GCGR	chr17	+	81804150	81814008	0.0	0.0	0.0
MCRIP1	MCRIP1	chr17	-	81822361	81833291	28.105951	38.667221	69.227127
PPP1R27	PPP1R27	chr17	-	81833492	81835050	0.000000	0.000000	0.000000
P4HB	P4HB	chr17	-	81843166	81860535	72.180954	89.178246	159.658585
ARHGDIA	ARHGDIA	chr17	-	81867721	81871337	46.477394	69.263283	124.004211
ALYREF	ALYREF	chr17	-	81887835	81891587	8.967821	11.079578	19.836115
ANAPC11	ANAPC11	chr17	+	81890790	81900533	36.237919	142.451782	255.035873
PCYT2	PCYT2	chr17	-	81900958	81911399	0.268048	0.342398	0.613005
NPB	NPB	chr17	+	81902238	81902905	0.000000	0.000000	0.000000
SIRT7	SIRT7	chr17	-	81911939	81918176	7.498979	9.264852	16.587151
MAFG	MAFG	chr17	-	81918270	81927735	3.770435	4.763233	8.527763
MAFG-DT	MAFG-DT	chr17	+	81927829	81930753	2.056464	2.540724	4.548737
PYCR1	PYCR1	chr17	-	81932386	81937328	9.967564	14.516351	25.989075
MYADML2	MYADML2	chr17	-	81939645	81947233	0.0	0.0	0.0
NOTUM	NOTUM	chr17	-	81952507	81961187	0.0	0.0	0.0
ASPSCR1	ASPSCR1	chr17	+	81977629	82017406	6.643475	8.508766	15.233511
CENPX	CENPX	chr17	-	82018703	82022878	115.416298	179.680557	321.687714
LRRC45	LRRC45	chr17	+	82023305	82031151	2.104833	2.600482	4.655725
RAC3	RAC3	chr17	+	82031678	82034204	18.107862	22.371933	40.053165
DCXR	DCXR	chr17	-	82035858	82037697	1.012911	1.251433	2.240479
DCXR-DT	DCXR-DT	chr17	+	82037918	82039380	0.120521	0.148901	0.266583
RFNG	RFNG	chr17	-	82047902	82051811	3.440275	4.250397	7.609617
GPS1	GPS1	chr17	+	82051898	82058064	16.619253	23.749908	42.520199
DUS1L	DUS1L	chr17	-	82057506	82065804	14.541067	17.965221	32.163696
FASN	FASN	chr17	-	82078338	82098236	6.413425	7.923669	14.185991
SNORD134	SNORD134	chr17	-	82089960	82090140	0.000000	0.000000	0.000000
CCDC57	CCDC57	chr17	-	82101470	82212842	0.888011	2.576278	4.612391
SLC16A3	SLC16A3	chr17	+	82228406	82240086	5.916739	27.087572	48.495724
MIR6787	MIR6787	chr17	+	82236668	82236728	0.024590	0.030380	0.054391
CSNK1D	CSNK1D	chr17	-	82239019	82273750	3.395059	9.883193	17.694189
LINC01970	LINC01970	chr17	-	82290046	82292814	0.000000	0.000000	0.000000
CD7	CD7	chr17	-	82314873	82317608	0.0	0.0	0.0
SECTM1	SECTM1	chr17	-	82321024	82333766	0.000000	0.000000	0.000000
TEX19	TEX19	chr17	+	82359247	82363775	0.104393	0.128976	0.230909
UTS2R	UTS2R	chr17	+	82371765	82377458	0.0	0.0	0.0
OGFOD3	OGFOD3	chr17	-	82389210	82418586	0.157777	0.194931	0.348990
HEXD	HEXD	chr17	+	82418347	82442645	1.877641	2.408137	4.311362
CYBC1	CYBC1	chr17	-	82442586	82450752	3.000326	6.951873	12.446156
NARF	NARF	chr17	+	82458198	82490537	4.432738	13.777988	24.667162
FOXK2	FOXK2	chr17	+	82519732	82604602	2.980258	3.682054	6.592096
WDR45B	WDR45B	chr17	-	82614562	82648444	10.999474	13.589647	24.329971
RAB40B	RAB40B	chr17	-	82654973	82698698	0.815629	1.007695	1.804107
MIR4525	MIR4525	chr17	-	82668233	82668307	0.000000	0.000000	0.000000
LOC101929552	LOC101929552	chr17	-	82713908	82716253	0.000000	0.000000	0.000000
FN3KRP	FN3KRP	chr17	+	82716706	82728013	6.105742	7.543532	13.505421
FN3K	FN3K	chr17	+	82735615	82751196	0.202441	0.250112	0.447784
TBCD	TBCD	chr17	+	82752065	82945914	3.510679	4.337379	7.765346
ZNF750	ZNF750	chr17	-	82829434	82840022	0.000000	0.000000	0.000000
B3GNTL1	B3GNTL1	chr17	-	82942149	83051810	0.000000	0.000000	0.000000
METRNL	METRNL	chr17	+	83079609	83095126	0.338833	1.358912	2.432903
RPL23AP87	RPL23AP87	chr17	+	83226897	83240804	0.000000	0.000000	0.000000
MGC70870	MGC70870	chr17_GL000205v2_random	-	54857	57966	0.0	0.0	0.0
ARHGAP27	ARHGAP27	chr17_GL000258v2_alt	-	84429	123368	0.0	0.0	0.0
PLEKHM1	PLEKHM1	chr17_GL000258v2_alt	-	126335	181162	0.0	0.0	0.0
MIR4315-1	MIR4315-1	chr17_GL000258v2_alt	-	165799	165871	0.0	0.0	0.0
MIR4315-2	MIR4315-2	chr17_GL000258v2_alt	-	165799	165871	0.0	0.0	0.0
LRRC37A4P	LRRC37A4P	chr17_GL000258v2_alt	-	195728	422122	0.0	0.0	0.0
NSFP1	NSFP1	chr17_GL000258v2_alt	-	328268	1626730	0.0	0.0	0.0
ARL17A	ARL17A	chr17_GL000258v2_alt	+	389590	1565775	0.0	0.0	0.0
ARL17B	ARL17B	chr17_GL000258v2_alt	+	389600	1565765	0.0	0.0	0.0
KANSL1	KANSL1	chr17_GL000258v2_alt	+	561512	758707	0.0	0.0	0.0
KANSL1-AS1	KANSL1-AS1	chr17_GL000258v2_alt	-	590243	593393	0.0	0.0	0.0
MAPT	MAPT	chr17_GL000258v2_alt	-	760288	893837	0.0	0.0	0.0
STH	STH	chr17_GL000258v2_alt	-	788696	789140	0.0	0.0	0.0
MAPT-IT1	MAPT-IT1	chr17_GL000258v2_alt	-	889441	892431	0.0	0.0	0.0
MAPT-AS1	MAPT-AS1	chr17_GL000258v2_alt	+	892701	944826	0.0	0.0	0.0
SPPL2C	SPPL2C	chr17_GL000258v2_alt	-	941114	943300	0.0	0.0	0.0
CRHR1	CRHR1	chr17_GL000258v2_alt	-	952322	1003890	0.0	0.0	0.0
LINC02210-CRHR1	LINC02210-CRHR1	chr17_GL000258v2_alt	-	952322	1168458	0.0	0.0	0.0
LINC02210	LINC02210	chr17_GL000258v2_alt	-	1141731	1342216	0.0	0.0	0.0
MAPK8IP1P2	MAPK8IP1P2	chr17_GL000258v2_alt	+	1186966	1188717	0.0	0.0	0.0
LRRC37A	LRRC37A	chr17_GL000258v2_alt	+	1498794	1541757	0.0	0.0	0.0
LRRC37A2	LRRC37A2	chr17_GL000258v2_alt	+	1498794	1541755	0.0	0.0	0.0
NSF	NSF	chr17_GL000258v2_alt	+	1576739	1743339	0.0	0.0	0.0
WNT3	WNT3	chr17_GL000258v2_alt	-	1748386	1804419	0.0	0.0	0.0
SCGB1C2	SCGB1C2	chr17_GL383563v3_alt	+	77569	79067	0.0	0.0	0.0
DOC2B	DOC2B	chr17_GL383563v3_alt	-	82789	120582	0.0	0.0	0.0
LINC02091	LINC02091	chr17_GL383563v3_alt	-	122756	126183	0.0	0.0	0.0
RPH3AL	RPH3AL	chr17_GL383563v3_alt	-	157431	324285	0.0	0.0	0.0
LOC100506388	LOC100506388	chr17_GL383563v3_alt	+	302954	304923	0.0	0.0	0.0
KRT37	KRT37	chr17_GL383564v2_alt	+	8351	12389	0.0	0.0	0.0
LOC100505782	LOC100505782	chr17_GL383564v2_alt	-	20348	30520	0.0	0.0	0.0
KRT31	KRT31	chr17_GL383564v2_alt	+	35353	39240	0.0	0.0	0.0
KRT34	KRT34	chr17_GL383564v2_alt	+	50573	62596	0.0	0.0	0.0
KRT33B	KRT33B	chr17_GL383564v2_alt	+	70448	76763	0.0	0.0	0.0
KRT33A	KRT33A	chr17_GL383564v2_alt	+	89433	94168	0.0	0.0	0.0
KRTAP17-1	KRTAP17-1	chr17_GL383564v2_alt	+	124551	125349	0.0	0.0	0.0
KRTAP16-1	KRTAP16-1	chr17_GL383564v2_alt	+	131008	132561	0.0	0.0	0.0
SEPTIN9-DT	SEPTIN9-DT	chr17_GL383566v1_alt	-	64677	72790	0.0	0.0	0.0
KRT12	KRT12	chr17_JH159146v1_alt	-	10571	16491	0.0	0.0	0.0
KRT20	KRT20	chr17_JH159146v1_alt	-	25157	34510	0.0	0.0	0.0
KRT23	KRT23	chr17_JH159146v1_alt	-	71968	86914	0.0	0.0	0.0
KRT39	KRT39	chr17_JH159146v1_alt	-	107812	116343	0.0	0.0	0.0
KRT40	KRT40	chr17_JH159146v1_alt	-	127110	136530	0.0	0.0	0.0
KRTAP3-3	KRTAP3-3	chr17_JH159146v1_alt	-	142825	143559	0.0	0.0	0.0
KRTAP3-2	KRTAP3-2	chr17_JH159146v1_alt	-	148588	149301	0.0	0.0	0.0
KRTAP3-1	KRTAP3-1	chr17_JH159146v1_alt	-	157916	158523	0.0	0.0	0.0
KRTAP1-5	KRTAP1-5	chr17_JH159146v1_alt	-	175421	176603	0.0	0.0	0.0
KRTAP1-4	KRTAP1-4	chr17_JH159146v1_alt	-	179072	179520	0.0	0.0	0.0
KRTAP1-3	KRTAP1-3	chr17_JH159146v1_alt	-	183280	184269	0.0	0.0	0.0
KRTAP1-1	KRTAP1-1	chr17_JH159146v1_alt	-	189934	190843	0.0	0.0	0.0
KRTAP2-1	KRTAP2-1	chr17_JH159146v1_alt	-	195936	196709	0.0	0.0	0.0
KRTAP2-2	KRTAP2-2	chr17_JH159146v1_alt	-	203891	204709	0.0	0.0	0.0
KRTAP2-3	KRTAP2-3	chr17_JH159146v1_alt	-	208739	209612	0.0	0.0	0.0
KRTAP2-4	KRTAP2-4	chr17_JH159146v1_alt	-	214614	215377	0.0	0.0	0.0
LOC100996750	LOC100996750	chr17_JH159146v1_alt	+	233671	234813	0.0	0.0	0.0
KRTAP4-7	KRTAP4-7	chr17_JH159146v1_alt	+	233711	234813	0.0	0.0	0.0
KRTAP4-8	KRTAP4-8	chr17_JH159146v1_alt	-	246640	247831	0.0	0.0	0.0
KRTAP4-12	KRTAP4-12	chr17_JH159146v1_alt	-	247187	273918	0.0	0.0	0.0
KRTAP4-9	KRTAP4-9	chr17_JH159146v1_alt	+	255076	256175	0.0	0.0	0.0
KRTAP4-11	KRTAP4-11	chr17_JH159146v1_alt	-	266931	268123	0.0	0.0	0.0
KRTAP29-1	KRTAP29-1	chr17_JH159147v1_alt	+	4259	5284	0.0	0.0	0.0
KRTAP9-7	KRTAP9-7	chr17_JH159147v1_alt	-	30906	70133	0.0	0.0	0.0
KRTAP9-9	KRTAP9-9	chr17_JH159147v1_alt	-	40474	41469	0.0	0.0	0.0
KRTAP9-6	KRTAP9-6	chr17_JH159147v1_alt	-	40943	41467	0.0	0.0	0.0
KRTAP9-2	KRTAP9-2	chr17_JH159147v1_alt	-	46198	64294	0.0	0.0	0.0
KRTAP9-4	KRTAP9-4	chr17_JH159147v1_alt	-	46203	47169	0.0	0.0	0.0
KRTAP9-3	KRTAP9-3	chr17_JH159147v1_alt	-	63335	64340	0.0	0.0	0.0
KRTAP29-1	KRTAP29-1	chr17_JH159148v1_alt	+	4259	5284	0.0	0.0	0.0
KRTAP9-7	KRTAP9-7	chr17_JH159148v1_alt	-	30903	41732	0.0	0.0	0.0
KRTAP9-6	KRTAP9-6	chr17_JH159148v1_alt	-	41250	41732	0.0	0.0	0.0
KRTAP9-9	KRTAP9-9	chr17_JH159148v1_alt	-	50746	69108	0.0	0.0	0.0
KRTAP9-4	KRTAP9-4	chr17_JH159148v1_alt	-	56457	57423	0.0	0.0	0.0
KRTAP9-2	KRTAP9-2	chr17_JH159148v1_alt	-	68109	69113	0.0	0.0	0.0
MMP28	MMP28	chr17_KI270857v1_alt	-	397	30173	0.0	0.0	0.0
TAF15	TAF15	chr17_KI270857v1_alt	+	44016	81774	0.0	0.0	0.0
HEATR9	HEATR9	chr17_KI270857v1_alt	-	89487	103423	0.0	0.0	0.0
CCL5	CCL5	chr17_KI270857v1_alt	-	106024	114892	0.0	0.0	0.0
LRRC37A8P	LRRC37A8P	chr17_KI270857v1_alt	-	138752	145555	0.0	0.0	0.0
RDM1	RDM1	chr17_KI270857v1_alt	-	152613	165308	0.0	0.0	0.0
LYZL6	LYZL6	chr17_KI270857v1_alt	-	169051	178245	0.0	0.0	0.0
CCL16	CCL16	chr17_KI270857v1_alt	-	211063	216061	0.0	0.0	0.0
CCL14	CCL14	chr17_KI270857v1_alt	-	217853	221293	0.0	0.0	0.0
CCL15-CCL14	CCL15-CCL14	chr17_KI270857v1_alt	-	218220	236612	0.0	0.0	0.0
CCL15	CCL15	chr17_KI270857v1_alt	-	232146	236120	0.0	0.0	0.0
CCL23	CCL23	chr17_KI270857v1_alt	-	247626	252537	0.0	0.0	0.0
CCL18	CCL18	chr17_KI270857v1_alt	+	299160	306920	0.0	0.0	0.0
CCL3	CCL3	chr17_KI270857v1_alt	-	323131	431662	0.0	0.0	0.0
CCL3L1	CCL3L1	chr17_KI270857v1_alt	-	323131	431662	0.0	0.0	0.0
CCL4L1	CCL4L1	chr17_KI270857v1_alt	+	338594	447782	0.0	0.0	0.0
CCL4	CCL4	chr17_KI270857v1_alt	+	338748	340535	0.0	0.0	0.0
CCL4L2	CCL4L2	chr17_KI270857v1_alt	+	338748	447776	0.0	0.0	0.0
TBC1D3H	TBC1D3H	chr17_KI270857v1_alt	-	400532	2227688	0.0	0.0	0.0
TBC1D3B	TBC1D3B	chr17_KI270857v1_alt	-	400589	411512	0.0	0.0	0.0
TBC1D3D	TBC1D3D	chr17_KI270857v1_alt	-	400589	2227674	0.0	0.0	0.0
CCL3L3	CCL3L3	chr17_KI270857v1_alt	-	429774	431662	0.0	0.0	0.0
TBC1D3	TBC1D3	chr17_KI270857v1_alt	-	488360	2174163	0.0	0.0	0.0
TBC1D3C	TBC1D3C	chr17_KI270857v1_alt	-	488543	2173980	0.0	0.0	0.0
TBC1D3I	TBC1D3I	chr17_KI270857v1_alt	-	488543	2227674	0.0	0.0	0.0
TBC1D3K	TBC1D3K	chr17_KI270857v1_alt	-	488543	2227674	0.0	0.0	0.0
TBC1D3L	TBC1D3L	chr17_KI270857v1_alt	-	488543	2227686	0.0	0.0	0.0
LOC101929950	LOC101929950	chr17_KI270857v1_alt	+	509103	2277367	0.0	0.0	0.0
TBC1D3G	TBC1D3G	chr17_KI270857v1_alt	+	558788	2227674	0.0	0.0	0.0
TBC1D3E	TBC1D3E	chr17_KI270857v1_alt	-	612435	2173980	0.0	0.0	0.0
TBC1D3F	TBC1D3F	chr17_KI270857v1_alt	-	663516	2173980	0.0	0.0	0.0
TBC1D3J	TBC1D3J	chr17_KI270857v1_alt	-	684624	692438	0.0	0.0	0.0
ZNHIT3	ZNHIT3	chr17_KI270857v1_alt	+	721531	734216	0.0	0.0	0.0
MYO19	MYO19	chr17_KI270857v1_alt	-	730659	770361	0.0	0.0	0.0
PIGW	PIGW	chr17_KI270857v1_alt	+	769666	774207	0.0	0.0	0.0
GGNBP2	GGNBP2	chr17_KI270857v1_alt	+	779823	825341	0.0	0.0	0.0
DHRS11	DHRS11	chr17_KI270857v1_alt	+	827374	836298	0.0	0.0	0.0
MRM1	MRM1	chr17_KI270857v1_alt	+	837077	844465	0.0	0.0	0.0
LHX1-DT	LHX1-DT	chr17_KI270857v1_alt	-	1098000	1173025	0.0	0.0	0.0
LHX1	LHX1	chr17_KI270857v1_alt	+	1173837	1180977	0.0	0.0	0.0
AATF	AATF	chr17_KI270857v1_alt	+	1185319	1293236	0.0	0.0	0.0
MIR2909	MIR2909	chr17_KI270857v1_alt	+	1270107	1270175	0.0	0.0	0.0
ACACA	ACACA	chr17_KI270857v1_alt	-	1320992	1645992	0.0	0.0	0.0
SNORA90	SNORA90	chr17_KI270857v1_alt	+	1480782	1480956	0.0	0.0	0.0
C17orf78	C17orf78	chr17_KI270857v1_alt	+	1611992	1628727	0.0	0.0	0.0
TADA2A	TADA2A	chr17_KI270857v1_alt	+	1646042	1718895	0.0	0.0	0.0
DUSP14	DUSP14	chr17_KI270857v1_alt	+	1729062	1752665	0.0	0.0	0.0
SYNRG	SYNRG	chr17_KI270857v1_alt	-	1753975	1848531	0.0	0.0	0.0
DDX52	DDX52	chr17_KI270857v1_alt	-	1848855	1882540	0.0	0.0	0.0
MIR378J	MIR378J	chr17_KI270857v1_alt	-	1854041	1854149	0.0	0.0	0.0
HNF1B	HNF1B	chr17_KI270857v1_alt	-	1925499	1984115	0.0	0.0	0.0
YWHAEP7	YWHAEP7	chr17_KI270857v1_alt	-	2081638	2123428	0.0	0.0	0.0
NPEPPSP1	NPEPPSP1	chr17_KI270857v1_alt	-	2230861	2292321	0.0	0.0	0.0
MRPL45	MRPL45	chr17_KI270857v1_alt	+	2332054	2358166	0.0	0.0	0.0
MIR1268A	MIR1268A	chr17_KI270857v1_alt	-	2345770	2458850	0.0	0.0	0.0
GPR179	GPR179	chr17_KI270857v1_alt	-	2359519	2378904	0.0	0.0	0.0
SOCS7	SOCS7	chr17_KI270857v1_alt	+	2386792	2440912	0.0	0.0	0.0
ARHGAP23	ARHGAP23	chr17_KI270857v1_alt	+	2463774	2547687	0.0	0.0	0.0
SRCIN1	SRCIN1	chr17_KI270857v1_alt	-	2565332	2641271	0.0	0.0	0.0
EPOP	EPOP	chr17_KI270857v1_alt	-	2707025	2710276	0.0	0.0	0.0
LOC105371763	LOC105371763	chr17_KI270857v1_alt	+	2736463	2740063	0.0	0.0	0.0
MIR4734	MIR4734	chr17_KI270857v1_alt	-	2737581	2737650	0.0	0.0	0.0
MLLT6	MLLT6	chr17_KI270857v1_alt	+	2740592	2765099	0.0	0.0	0.0
MIR4726	MIR4726	chr17_KI270857v1_alt	+	2755010	2755067	0.0	0.0	0.0
CISD3	CISD3	chr17_KI270857v1_alt	+	2765660	2770924	0.0	0.0	0.0
PCGF2	PCGF2	chr17_KI270857v1_alt	-	2769217	2783655	0.0	0.0	0.0
LOC100287808	LOC100287808	chr17_KI270857v1_alt	+	2784353	2787071	0.0	0.0	0.0
PSMB3	PSMB3	chr17_KI270857v1_alt	+	2788060	2799544	0.0	0.0	0.0
PIP4K2B	PIP4K2B	chr17_KI270857v1_alt	-	2801010	2835224	0.0	0.0	0.0
CWC25	CWC25	chr17_KI270857v1_alt	-	2835753	2860669	0.0	0.0	0.0
MIR4727	MIR4727	chr17_KI270857v1_alt	+	2861157	2861211	0.0	0.0	0.0
C17orf98	C17orf98	chr17_KI270857v1_alt	-	2870405	2876757	0.0	0.0	0.0
METRNL	METRNL	chr17_KI270860v1_alt	-	8452	24216	0.0	0.0	0.0
B3GNTL1	B3GNTL1	chr17_KI270860v1_alt	+	51111	159276	0.0	0.0	0.0
TBCD	TBCD	chr17_KI270860v1_alt	-	155511	177991	0.0	0.0	0.0
SLC43A2	SLC43A2	chr17_KI270861v1_alt	-	1	58862	0.0	0.0	0.0
SCARF1	SCARF1	chr17_KI270861v1_alt	-	63886	75760	0.0	0.0	0.0
RILP	RILP	chr17_KI270861v1_alt	-	76179	79894	0.0	0.0	0.0
PRPF8	PRPF8	chr17_KI270861v1_alt	-	80657	114895	0.0	0.0	0.0
TLCD2	TLCD2	chr17_KI270861v1_alt	-	132844	140405	0.0	0.0	0.0
MIR22HG	MIR22HG	chr17_KI270861v1_alt	-	141532	146300	0.0	0.0	0.0
MIR22	MIR22	chr17_KI270861v1_alt	-	143931	144015	0.0	0.0	0.0
WDR81	WDR81	chr17_KI270861v1_alt	+	146551	168638	0.0	0.0	0.0
SERPINF2	SERPINF2	chr17_KI270861v1_alt	+	171823	184214	0.0	0.0	0.0
TIMM22	TIMM22	chr17_KI270862v1_alt	+	36376	42918	0.0	0.0	0.0
ABR	ABR	chr17_KI270862v1_alt	-	42766	231744	0.0	0.0	0.0
MIR3183	MIR3183	chr17_KI270862v1_alt	-	61723	61806	0.0	0.0	0.0
TRARG1	TRARG1	chr17_KI270862v1_alt	+	240268	243003	0.0	0.0	0.0
YWHAE	YWHAE	chr17_KI270862v1_alt	-	286301	342288	0.0	0.0	0.0
CRK	CRK	chr17_KI270862v1_alt	-	362721	379182	0.0	0.0	0.0
RPH3AL	RPH3AL	chr17_KI270907v1_alt	+	49831	122927	0.0	0.0	0.0
LOC100506388	LOC100506388	chr17_KI270907v1_alt	-	69150	71119	0.0	0.0	0.0
ARHGAP27	ARHGAP27	chr17_KI270908v1_alt	-	84411	123375	0.0	0.0	0.0
PLEKHM1	PLEKHM1	chr17_KI270908v1_alt	-	126405	180876	0.0	0.0	0.0
MIR4315-1	MIR4315-1	chr17_KI270908v1_alt	-	165519	165591	0.0	0.0	0.0
MIR4315-2	MIR4315-2	chr17_KI270908v1_alt	-	165519	165591	0.0	0.0	0.0
LRRC37A4P	LRRC37A4P	chr17_KI270908v1_alt	-	196038	222659	0.0	0.0	0.0
ARL17A	ARL17A	chr17_KI270908v1_alt	+	209378	1099388	0.0	0.0	0.0
ARL17B	ARL17B	chr17_KI270908v1_alt	+	209378	1099378	0.0	0.0	0.0
MAPK8IP1P2	MAPK8IP1P2	chr17_KI270908v1_alt	-	302243	304003	0.0	0.0	0.0
LINC02210	LINC02210	chr17_KI270908v1_alt	+	322453	348359	0.0	0.0	0.0
LINC02210-CRHR1	LINC02210-CRHR1	chr17_KI270908v1_alt	+	322470	537950	0.0	0.0	0.0
CRHR1	CRHR1	chr17_KI270908v1_alt	+	486391	537950	0.0	0.0	0.0
MAPT-AS1	MAPT-AS1	chr17_KI270908v1_alt	-	545477	597641	0.0	0.0	0.0
SPPL2C	SPPL2C	chr17_KI270908v1_alt	+	547002	549188	0.0	0.0	0.0
MAPT	MAPT	chr17_KI270908v1_alt	+	596513	730445	0.0	0.0	0.0
MAPT-IT1	MAPT-IT1	chr17_KI270908v1_alt	+	597911	600926	0.0	0.0	0.0
STH	STH	chr17_KI270908v1_alt	+	701369	701813	0.0	0.0	0.0
KANSL1	KANSL1	chr17_KI270908v1_alt	-	732028	927537	0.0	0.0	0.0
KANSL1-AS1	KANSL1-AS1	chr17_KI270908v1_alt	+	895677	898827	0.0	0.0	0.0
LRRC37A	LRRC37A	chr17_KI270908v1_alt	+	1032391	1075355	0.0	0.0	0.0
LRRC37A2	LRRC37A2	chr17_KI270908v1_alt	+	1032391	1075353	0.0	0.0	0.0
NSF	NSF	chr17_KI270908v1_alt	+	1110346	1276874	0.0	0.0	0.0
NSFP1	NSFP1	chr17_KI270908v1_alt	+	1110411	1160357	0.0	0.0	0.0
WNT3	WNT3	chr17_KI270908v1_alt	-	1281920	1338132	0.0	0.0	0.0
WNT9B	WNT9B	chr17_KI270908v1_alt	+	1370998	1406153	0.0	0.0	0.0
CCL18	CCL18	chr17_KI270909v1_alt	+	18369	26129	0.0	0.0	0.0
CCL3	CCL3	chr17_KI270909v1_alt	-	42354	238115	0.0	0.0	0.0
CCL3L1	CCL3L1	chr17_KI270909v1_alt	-	42354	252466	0.0	0.0	0.0
CCL3L3	CCL3L3	chr17_KI270909v1_alt	-	42354	252466	0.0	0.0	0.0
CCL4	CCL4	chr17_KI270909v1_alt	+	57924	59711	0.0	0.0	0.0
CCL4L2	CCL4L2	chr17_KI270909v1_alt	+	57924	268575	0.0	0.0	0.0
TBC1D3H	TBC1D3H	chr17_KI270909v1_alt	-	119727	320270	0.0	0.0	0.0
TBC1D3B	TBC1D3B	chr17_KI270909v1_alt	-	119784	218762	0.0	0.0	0.0
TBC1D3D	TBC1D3D	chr17_KI270909v1_alt	-	119784	320256	0.0	0.0	0.0
TBC1D3G	TBC1D3G	chr17_KI270909v1_alt	-	119784	320256	0.0	0.0	0.0
TBC1D3I	TBC1D3I	chr17_KI270909v1_alt	-	119784	320256	0.0	0.0	0.0
TBC1D3K	TBC1D3K	chr17_KI270909v1_alt	-	119784	320256	0.0	0.0	0.0
TBC1D3L	TBC1D3L	chr17_KI270909v1_alt	-	119784	320268	0.0	0.0	0.0
CCL4L1	CCL4L1	chr17_KI270909v1_alt	+	165045	268581	0.0	0.0	0.0
TBC1D3	TBC1D3	chr17_KI270909v1_alt	-	207637	218729	0.0	0.0	0.0
TBC1D3C	TBC1D3C	chr17_KI270909v1_alt	-	207820	218757	0.0	0.0	0.0
TBC1D3E	TBC1D3E	chr17_KI270909v1_alt	-	207820	218715	0.0	0.0	0.0
TBC1D3F	TBC1D3F	chr17_KI270909v1_alt	-	309382	320268	0.0	0.0	0.0
TBC1D3J	TBC1D3J	chr17_KI270909v1_alt	-	309386	317130	0.0	0.0	0.0
TIMM22	TIMM22	chr17_KI270910v1_alt	+	36376	42918	0.0	0.0	0.0
ABR	ABR	chr17_KI270910v1_alt	-	42766	149119	0.0	0.0	0.0
MIR3183	MIR3183	chr17_KI270910v1_alt	-	61723	61806	0.0	0.0	0.0
TNK1	TNK1	chr17_KV575245v1_fix	+	1546	10223	0.0	0.0	0.0
PLSCR3	PLSCR3	chr17_KV575245v1_fix	-	10185	14982	0.0	0.0	0.0
TMEM256-PLSCR3	TMEM256-PLSCR3	chr17_KV575245v1_fix	-	10185	24588	0.0	0.0	0.0
TMEM256	TMEM256	chr17_KV575245v1_fix	-	23433	24554	0.0	0.0	0.0
NLGN2	NLGN2	chr17_KV575245v1_fix	+	28302	40317	0.0	0.0	0.0
SPEM1	SPEM1	chr17_KV575245v1_fix	+	40781	42089	0.0	0.0	0.0
SPEM2	SPEM2	chr17_KV575245v1_fix	+	46073	48024	0.0	0.0	0.0
SPEM3	SPEM3	chr17_KV575245v1_fix	+	49314	53276	0.0	0.0	0.0
TMEM102	TMEM102	chr17_KV575245v1_fix	+	55892	58136	0.0	0.0	0.0
FGF11	FGF11	chr17_KV575245v1_fix	+	58755	65394	0.0	0.0	0.0
CHRNB1	CHRNB1	chr17_KV575245v1_fix	+	65518	78167	0.0	0.0	0.0
ZBTB4	ZBTB4	chr17_KV575245v1_fix	-	79835	104706	0.0	0.0	0.0
SLC35G6	SLC35G6	chr17_KV575245v1_fix	+	101859	103521	0.0	0.0	0.0
POLR2A	POLR2A	chr17_KV575245v1_fix	+	104823	135069	0.0	0.0	0.0
LOC105371430	LOC105371430	chr17_KV766196v1_fix	-	1898	11386	0.0	0.0	0.0
C17orf97	C17orf97	chr17_KV766196v1_fix	+	7688	12029	0.0	0.0	0.0
RFLNB	RFLNB	chr17_KV766196v1_fix	-	37343	50318	0.0	0.0	0.0
VPS53	VPS53	chr17_KV766196v1_fix	-	68145	274316	0.0	0.0	0.0
